Unnamed: 0,Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
2750,Jet Airways,12/05/2024,Kolkata,Banglore,CCU → BOM → BLR,20:00,04:40 13 May,8h 40m,1 stop,In-flight meal not included,7298.099999999999
2751,Multiple carriers,3/06/2024,Delhi,Cochin,DEL → HYD → COK,13:15,22:30,9h 15m,1 stop,No Info,8199.1
2752,Jet Airways,18/05/2024,Kolkata,Banglore,CCU → BOM → BLR,14:05,12:00 19 May,21h 55m,1 stop,No Info,12229.8
2753,Jet Airways,12/06/2024,Kolkata,Banglore,CCU → BOM → BLR,16:30,16:20 13 Jun,23h 50m,1 stop,No Info,11087.4
2754,Multiple carriers,21/05/2024,Delhi,Cochin,DEL → BOM → COK,10:00,19:00,9h,1 stop,No Info,8667.449999999999
2755,Jet Airways,1/06/2024,Delhi,Cochin,DEL → BOM → COK,19:45,19:00 02 Jun,23h 15m,1 stop,No Info,12506.9
2756,Air India,1/06/2024,Delhi,Cochin,DEL → BOM → COK,10:00,19:15,9h 15m,1 stop,No Info,8439.65
2757,Jet Airways,21/03/2024,Delhi,Cochin,DEL → BOM → COK,22:50,04:25 22 Mar,5h 35m,1 stop,In-flight meal not included,5114.45
2758,SpiceJet,27/06/2024,Chennai,Kolkata,MAA → CCU,09:45,12:00,2h 15m,non-stop,No Info,3057.45
2759,Air India,21/03/2024,Delhi,Cochin,DEL → BLR → COK,13:30,23:00,9h 30m,1 stop,No Info,4848.4
2760,Jet Airways,3/06/2024,Delhi,Cochin,DEL → BOM → COK,19:45,04:25 04 Jun,8h 40m,1 stop,No Info,12506.9
2761,Air India,12/05/2024,Banglore,Delhi,BLR → DEL,10:00,12:45,2h 45m,non-stop,No Info,4443.8
2762,Jet Airways,1/04/2024,Kolkata,Banglore,CCU → DEL → BLR,09:35,10:55 02 Apr,25h 20m,1 stop,No Info,9746.949999999999
2763,Vistara,6/06/2024,Banglore,Delhi,BLR → DEL,09:45,12:35,2h 50m,non-stop,No Info,3967.7999999999997
2764,IndiGo,18/04/2024,Banglore,Delhi,BLR → DEL,21:15,00:15 19 Apr,3h,non-stop,No Info,3902.35
2765,IndiGo,12/05/2024,Banglore,Delhi,BLR → DEL,21:15,00:15 13 May,3h,non-stop,No Info,3351.5499999999997
2766,Air India,21/04/2024,Banglore,Delhi,BLR → DEL,10:00,12:45,2h 45m,non-stop,No Info,4443.8
2767,Jet Airways,27/03/2024,Delhi,Cochin,DEL → BOM → COK,02:15,18:50,16h 35m,1 stop,No Info,10405.699999999999
2768,Air India,9/06/2024,Delhi,Cochin,DEL → HYD → MAA → COK,07:05,09:25 10 Jun,26h 20m,2 stops,No Info,9507.25
2769,IndiGo,9/04/2024,Delhi,Cochin,DEL → BOM → COK,09:15,01:30 10 Apr,16h 15m,1 stop,No Info,5587.05
2770,Jet Airways,15/05/2024,Kolkata,Banglore,CCU → BOM → BLR,16:30,22:35,6h 5m,1 stop,No Info,12563.85
2771,Air India,12/06/2024,Kolkata,Banglore,CCU → GAU → DEL → BLR,16:45,08:55 13 Jun,16h 10m,2 stops,No Info,12716.0
2772,IndiGo,15/05/2024,Chennai,Kolkata,MAA → CCU,11:35,14:00,2h 25m,non-stop,No Info,3682.2
2773,Air Asia,03/03/2024,Banglore,New Delhi,BLR → DEL,05:50,08:40,2h 50m,non-stop,No Info,6504.2
2774,Jet Airways,24/05/2024,Kolkata,Banglore,CCU → DEL → BLR,09:35,21:05,11h 30m,1 stop,No Info,12028.35
2775,SpiceJet,12/06/2024,Banglore,Delhi,BLR → DEL,09:30,12:20,2h 50m,non-stop,No check-in baggage included,3671.15
2776,Jet Airways,21/03/2024,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,18:50 22 Mar,23h 40m,2 stops,No Info,9289.65
2777,Air India,24/03/2024,Kolkata,Banglore,CCU → DEL → VGA → BLR,07:00,10:00 25 Mar,27h,2 stops,No Info,9767.35
2778,IndiGo,18/04/2024,Delhi,Cochin,DEL → COK,14:20,17:35,3h 15m,non-stop,No Info,5112.75
2779,Jet Airways,12/06/2024,Kolkata,Banglore,CCU → DEL → BLR,09:35,21:05,11h 30m,1 stop,No Info,10788.199999999999
2780,Air Asia,9/03/2024,Kolkata,Banglore,CCU → BLR,22:50,01:20 10 Mar,2h 30m,non-stop,No Info,3726.4
2781,IndiGo,3/06/2024,Banglore,Delhi,BLR → DEL,06:05,08:50,2h 45m,non-stop,No Info,3351.5499999999997
2782,Jet Airways,18/05/2024,Delhi,Cochin,DEL → BOM → COK,09:00,19:00,10h,1 stop,In-flight meal not included,10517.05
2783,Jet Airways,06/03/2024,Banglore,New Delhi,BLR → BOM → DEL,08:00,13:15,5h 15m,1 stop,No Info,16341.25
2784,Jet Airways,9/03/2024,Delhi,Cochin,DEL → BOM → COK,19:45,18:50 10 Mar,23h 5m,1 stop,In-flight meal not included,11945.05
2785,Air India,12/04/2024,Banglore,Delhi,BLR → DEL,13:20,16:10,2h 50m,non-stop,No Info,5024.349999999999
2786,Multiple carriers,9/06/2024,Delhi,Cochin,DEL → BOM → COK,06:40,19:00,12h 20m,1 stop,No Info,9245.449999999999
2787,Jet Airways,6/06/2024,Kolkata,Banglore,CCU → BOM → BLR,18:55,04:40 07 Jun,9h 45m,1 stop,In-flight meal not included,6593.45
2788,IndiGo,21/03/2024,Delhi,Cochin,DEL → HYD → COK,07:35,16:10,8h 35m,1 stop,No Info,5574.3
2789,IndiGo,21/04/2024,Kolkata,Banglore,CCU → BLR,09:35,12:20,2h 45m,non-stop,No Info,4083.4
2790,Jet Airways,18/03/2024,Mumbai,Hyderabad,BOM → HYD,15:50,17:20,1h 30m,non-stop,No Info,4826.3
2791,Jet Airways,9/05/2024,Delhi,Cochin,DEL → BOM → COK,10:00,04:25 10 May,18h 25m,1 stop,In-flight meal not included,10517.05
2792,Jet Airways,6/05/2024,Banglore,Delhi,BLR → DEL,06:00,08:45,2h 45m,non-stop,In-flight meal not included,4418.3
2793,IndiGo,1/06/2024,Kolkata,Banglore,CCU → BLR,14:25,16:55,2h 30m,non-stop,No Info,5154.4
2794,Jet Airways,9/03/2024,Delhi,Cochin,DEL → BOM → COK,21:50,04:25 10 Mar,6h 35m,1 stop,No Info,12774.65
2795,Jet Airways,9/04/2024,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,19:00,13h 30m,2 stops,No Info,9272.65
2796,Multiple carriers,9/03/2024,Delhi,Cochin,DEL → BOM → COK,08:40,19:45,11h 5m,1 stop,No Info,15718.199999999999
2797,Jet Airways,24/06/2024,Delhi,Cochin,DEL → BOM → COK,02:15,04:25 25 Jun,26h 10m,1 stop,In-flight meal not included,8722.699999999999
2798,Jet Airways,18/05/2024,Kolkata,Banglore,CCU → GAU → BLR,11:50,17:35,5h 45m,1 stop,No Info,7463.849999999999
2799,IndiGo,27/05/2024,Delhi,Cochin,DEL → HYD → COK,08:35,16:10,7h 35m,1 stop,No Info,5475.7
2800,Jet Airways,12/03/2024,Mumbai,Hyderabad,BOM → DEL → HYD,09:50,16:35,6h 45m,1 stop,No Info,17102.0
2801,Vistara,27/05/2024,Banglore,Delhi,BLR → DEL,19:30,22:15,2h 45m,non-stop,No Info,4146.3
2802,Jet Airways,06/03/2024,Banglore,New Delhi,BLR → BOM → DEL,05:45,18:25,12h 40m,1 stop,No Info,14225.6
2803,SpiceJet,24/05/2024,Kolkata,Banglore,CCU → IXB → BLR,11:15,18:30,7h 15m,1 stop,No Info,8185.5
2804,Vistara,9/05/2024,Kolkata,Banglore,CCU → DEL → BLR,07:10,18:50,11h 40m,1 stop,No Info,7318.5
2805,Vistara,27/06/2024,Chennai,Kolkata,MAA → CCU,07:05,09:20,2h 15m,non-stop,No Info,3133.95
2806,Vistara,15/05/2024,Kolkata,Banglore,CCU → DEL → BLR,20:20,09:05 16 May,12h 45m,1 stop,No Info,7184.2
2807,IndiGo,18/05/2024,Banglore,Delhi,BLR → DEL,10:30,13:20,2h 50m,non-stop,No Info,3351.5499999999997
2808,IndiGo,15/03/2024,Mumbai,Hyderabad,BOM → HYD,06:20,07:45,1h 25m,non-stop,No Info,2840.7
2809,Jet Airways,12/05/2024,Kolkata,Banglore,CCU → DEL → BLR,20:25,14:25 13 May,18h,1 stop,No Info,11106.949999999999
2810,Vistara,6/05/2024,Banglore,Delhi,BLR → DEL,19:30,22:15,2h 45m,non-stop,No Info,4146.3
2811,Jet Airways,9/05/2024,Kolkata,Banglore,CCU → BOM → BLR,21:10,10:05 10 May,12h 55m,1 stop,No Info,12229.8
2812,Jet Airways,27/05/2024,Delhi,Cochin,DEL → AMD → BOM → COK,13:25,04:25 28 May,15h,2 stops,No Info,14198.4
2813,Air India,21/05/2024,Mumbai,Hyderabad,BOM → HYD,19:30,20:45,1h 15m,non-stop,No Info,2635.0
2814,Air India,12/03/2024,Banglore,New Delhi,BLR → BOM → IDR → GWL → DEL,17:25,18:05 13 Mar,24h 40m,3 stops,No Info,11378.949999999999
2815,IndiGo,9/06/2024,Mumbai,Hyderabad,BOM → HYD,09:10,10:40,1h 30m,non-stop,No Info,3441.65
2816,Jet Airways,18/05/2024,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,19:00,13h 30m,2 stops,In-flight meal not included,11074.65
2817,SpiceJet,9/04/2024,Banglore,Delhi,BLR → DEL,21:10,00:05 10 Apr,2h 55m,non-stop,No check-in baggage included,3331.15
2818,IndiGo,3/05/2024,Chennai,Kolkata,MAA → CCU,05:15,07:40,2h 25m,non-stop,No Info,3272.5
2819,Air India,24/06/2024,Delhi,Cochin,DEL → HYD → MAA → COK,13:15,09:25 25 Jun,20h 10m,2 stops,No Info,7513.15
2820,Jet Airways,1/04/2024,Kolkata,Banglore,CCU → BOM → BLR,16:30,04:40 02 Apr,12h 10m,1 stop,In-flight meal not included,6004.4
2821,Jet Airways,12/05/2024,Kolkata,Banglore,CCU → BOM → BLR,20:00,08:15 13 May,12h 15m,1 stop,No Info,11849.85
2822,Air India,24/05/2024,Kolkata,Banglore,CCU → DEL → COK → TRV → BLR,10:00,10:30 25 May,24h 30m,3 stops,No Info,11055.949999999999
2823,Jet Airways,18/05/2024,Kolkata,Banglore,CCU → BOM → BLR,14:05,22:35,8h 30m,1 stop,No Info,12563.85
2824,Jet Airways,18/03/2024,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,non-stop,In-flight meal not included,1760.35
2825,Jet Airways,21/06/2024,Delhi,Cochin,DEL → COK,11:00,14:15,3h 15m,non-stop,In-flight meal not included,3617.6
2826,Vistara,09/03/2024,Banglore,New Delhi,BLR → DEL,16:00,18:35,2h 35m,non-stop,No Info,6734.55
2827,Air Asia,15/03/2024,Kolkata,Banglore,CCU → BLR,22:50,01:20 16 Mar,2h 30m,non-stop,No Info,3214.7
2828,Jet Airways,15/05/2024,Kolkata,Banglore,CCU → DEL → BLR,20:25,09:45 16 May,13h 20m,1 stop,In-flight meal not included,10526.4
2829,Multiple carriers,21/03/2024,Delhi,Cochin,DEL → BOM → COK,10:00,01:35 22 Mar,15h 35m,1 stop,In-flight meal not included,7280.25
2830,IndiGo,21/03/2024,Delhi,Cochin,DEL → BOM → COK,16:00,21:00,5h,1 stop,No Info,5297.2
2831,IndiGo,09/03/2024,Banglore,New Delhi,BLR → DEL,05:30,08:20,2h 50m,non-stop,No Info,4060.45
2832,Air India,1/06/2024,Kolkata,Banglore,CCU → BLR,20:45,23:20,2h 35m,non-stop,No Info,3523.25
2833,Air Asia,15/05/2024,Kolkata,Banglore,CCU → DEL → BLR,22:40,10:40 16 May,12h,1 stop,No Info,4413.2
2834,Air India,1/04/2024,Delhi,Cochin,DEL → COK,05:10,08:00,2h 50m,non-stop,No Info,4019.65
2835,IndiGo,3/06/2024,Delhi,Cochin,DEL → BOM → COK,06:40,21:00,14h 20m,1 stop,No Info,5179.05
2836,Air India,1/05/2024,Kolkata,Banglore,CCU → BOM → BLR,09:25,18:30,9h 5m,1 stop,No Info,7557.349999999999
2837,Jet Airways,27/03/2024,Delhi,Cochin,DEL → BOM → COK,16:00,04:25 28 Mar,12h 25m,1 stop,No Info,10405.699999999999
2838,Jet Airways,1/05/2024,Kolkata,Banglore,CCU → DEL → BLR,17:00,18:00 02 May,25h,1 stop,No Info,9746.949999999999
2839,Jet Airways,21/05/2024,Kolkata,Banglore,CCU → BOM → BLR,21:10,09:20 22 May,12h 10m,1 stop,No Info,12563.85
2840,Multiple carriers,18/05/2024,Delhi,Cochin,DEL → BOM → COK,07:00,19:00,12h,1 stop,No Info,8667.449999999999
2841,Jet Airways,06/03/2024,Banglore,New Delhi,BLR → BOM → DEL,21:25,09:30 07 Mar,12h 5m,1 stop,No Info,14671.85
2842,Air India,1/05/2024,Delhi,Cochin,DEL → MAA → COK,20:40,09:25 02 May,12h 45m,1 stop,No Info,6358.0
2843,IndiGo,21/05/2024,Kolkata,Banglore,CCU → BLR,15:30,18:05,2h 35m,non-stop,No Info,4083.4
2844,SpiceJet,21/04/2024,Kolkata,Banglore,CCU → BLR,09:00,11:25,2h 25m,non-stop,No check-in baggage included,3773.15
2845,Jet Airways,6/06/2024,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25 07 Jun,22h 55m,2 stops,In-flight meal not included,8812.8
2846,SpiceJet,21/03/2024,Delhi,Cochin,DEL → MAA → COK,06:10,11:20,5h 10m,1 stop,No Info,5155.25
2847,Jet Airways,24/05/2024,Kolkata,Banglore,CCU → BOM → BLR,18:55,04:40 25 May,9h 45m,1 stop,In-flight meal not included,7298.099999999999
2848,IndiGo,18/03/2024,Delhi,Cochin,DEL → COK,14:30,17:35,3h 5m,non-stop,No Info,4595.099999999999
2849,Jet Airways,6/06/2024,Delhi,Cochin,DEL → BDQ → BOM → COK,18:25,04:25 07 Jun,10h,2 stops,In-flight meal not included,10320.699999999999
2850,Jet Airways,6/06/2024,Delhi,Cochin,DEL → BOM → COK,02:15,12:35,10h 20m,1 stop,No Info,12506.9
2851,Jet Airways,15/06/2024,Delhi,Cochin,DEL → BOM → COK,02:15,04:25 16 Jun,26h 10m,1 stop,In-flight meal not included,8722.699999999999
2852,Air India,06/03/2024,Banglore,New Delhi,BLR → MAA → DEL,11:50,23:55,12h 5m,1 stop,No Info,13118.9
2853,Air India,18/05/2024,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,11:10 19 May,23h 10m,2 stops,No Info,9074.6
2854,IndiGo,21/04/2024,Kolkata,Banglore,CCU → BLR,20:20,22:55,2h 35m,non-stop,No Info,4083.4
2855,Jet Airways,9/06/2024,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,12:35 10 Jun,17h 5m,2 stops,No Info,11061.9
2856,IndiGo,3/05/2024,Banglore,Delhi,BLR → DEL,10:10,13:00,2h 50m,non-stop,No Info,3351.5499999999997
2857,Air India,6/03/2024,Mumbai,Hyderabad,BOM → COK → MAA → HYD,05:30,22:00,16h 30m,2 stops,No Info,8226.3
2858,Jet Airways,15/05/2024,Kolkata,Banglore,CCU → BOM → BLR,08:25,19:50,11h 25m,1 stop,No Info,12563.85
2859,Multiple carriers,15/05/2024,Delhi,Cochin,DEL → BOM → COK,09:00,19:00,10h,1 stop,No Info,8667.449999999999
2860,Air India,9/05/2024,Delhi,Cochin,DEL → BHO → BOM → COK,05:55,19:15,13h 20m,2 stops,No Info,9231.85
2861,Jet Airways,1/05/2024,Kolkata,Banglore,CCU → BOM → BLR,21:10,04:40 02 May,7h 30m,1 stop,In-flight meal not included,9217.4
2862,Air India,21/05/2024,Delhi,Cochin,DEL → MAA → COK,17:20,09:25 22 May,16h 5m,1 stop,No Info,6358.0
2863,IndiGo,24/06/2024,Delhi,Cochin,DEL → BOM → COK,17:10,01:30 25 Jun,8h 20m,1 stop,No Info,4831.4
2864,Jet Airways,6/06/2024,Delhi,Cochin,DEL → BOM → COK,16:00,19:00 07 Jun,27h,1 stop,No Info,12506.9
2865,Jet Airways,1/04/2024,Kolkata,Banglore,CCU → DEL → BLR,09:35,18:00,8h 25m,1 stop,In-flight meal not included,7916.9
2866,Air India,15/03/2024,Kolkata,Banglore,CCU → BLR,20:45,23:20,2h 35m,non-stop,No Info,3769.75
2867,Multiple carriers,27/06/2024,Delhi,Cochin,DEL → BOM → COK,07:30,19:00,11h 30m,1 stop,No Info,10020.65
2868,SpiceJet,3/04/2024,Banglore,Delhi,BLR → DEL,21:10,00:05 04 Apr,2h 55m,non-stop,No check-in baggage included,3331.15
2869,Jet Airways,6/04/2024,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,non-stop,In-flight meal not included,4418.3
2870,SpiceJet,24/03/2024,Banglore,New Delhi,BLR → DEL,05:45,08:35,2h 50m,non-stop,No check-in baggage included,3632.0499999999997
2871,Vistara,9/05/2024,Kolkata,Banglore,CCU → DEL → BLR,17:00,18:50 10 May,25h 50m,1 stop,No Info,7497.0
2872,IndiGo,6/05/2024,Mumbai,Hyderabad,BOM → HYD,12:00,13:30,1h 30m,non-stop,No Info,2340.9
2873,Vistara,9/06/2024,Kolkata,Banglore,CCU → DEL → BLR,20:20,23:25 10 Jun,27h 5m,1 stop,No Info,6872.25
2874,Jet Airways,9/06/2024,Kolkata,Banglore,CCU → DEL → BLR,20:25,21:05 10 Jun,24h 40m,1 stop,In-flight meal not included,8958.15
2875,Jet Airways,9/06/2024,Kolkata,Banglore,CCU → DEL → BLR,09:35,22:05,12h 30m,1 stop,No Info,12474.6
2876,Jet Airways,27/03/2024,Delhi,Cochin,DEL → BOM → COK,02:15,04:25 28 Mar,26h 10m,1 stop,In-flight meal not included,5114.45
2877,Jet Airways,1/04/2024,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,non-stop,In-flight meal not included,3862.4
2878,Trujet,6/03/2024,Mumbai,Hyderabad,BOM → NDC → HYD,13:05,16:20,3h 15m,1 stop,No Info,3519.0
2879,Jet Airways,3/05/2024,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,No Info,6144.65
2880,Air India,9/03/2024,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,19:15 10 Mar,21h 15m,2 stops,No Info,13917.05
2881,Air India,1/05/2024,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,23:15,17h 25m,2 stops,No Info,9342.35
2882,Jet Airways,18/05/2024,Kolkata,Banglore,CCU → BOM → BLR,14:05,12:00 19 May,21h 55m,1 stop,In-flight meal not included,8213.55
2883,Air India,01/03/2024,Banglore,New Delhi,BLR → COK → DEL,22:00,23:20 02 Mar,25h 20m,1 stop,Change airports,12159.25
2884,Air Asia,15/05/2024,Delhi,Cochin,DEL → BLR → COK,16:45,07:10 16 May,14h 25m,1 stop,No Info,5739.2
2885,Jet Airways,12/06/2024,Kolkata,Banglore,CCU → BOM → BLR,16:30,09:20 13 Jun,16h 50m,1 stop,In-flight meal not included,7249.65
2886,IndiGo,27/03/2024,Delhi,Cochin,DEL → COK,05:35,08:50,3h 15m,non-stop,No Info,4019.65
2887,Multiple carriers,18/05/2024,Delhi,Cochin,DEL → BOM → COK,08:45,21:00,12h 15m,1 stop,No Info,6519.5
2888,Jet Airways,3/05/2024,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,non-stop,In-flight meal not included,4245.75
2889,Jet Airways,1/05/2024,Banglore,Delhi,BLR → DEL,08:20,11:20,3h,non-stop,No Info,6144.65
2890,IndiGo,27/04/2024,Banglore,Delhi,BLR → DEL,07:10,10:05,2h 55m,non-stop,No Info,4099.55
2891,Air Asia,27/03/2024,Kolkata,Banglore,CCU → BLR,19:35,22:05,2h 30m,non-stop,No Info,3214.7
2892,Jet Airways,21/05/2024,Delhi,Cochin,DEL → BOM → COK,18:15,19:00 22 May,24h 45m,1 stop,In-flight meal not included,10963.3
2893,SpiceJet,24/05/2024,Kolkata,Banglore,CCU → BLR,22:20,00:40 25 May,2h 20m,non-stop,No check-in baggage included,3264.85
2894,Multiple carriers,18/05/2024,Delhi,Cochin,DEL → BOM → COK,10:35,19:00,8h 25m,1 stop,No Info,8182.95
2895,Jet Airways,9/06/2024,Kolkata,Banglore,CCU → BOM → BLR,21:10,12:00 10 Jun,14h 50m,1 stop,No Info,12385.35
2896,IndiGo,24/03/2024,Kolkata,Banglore,CCU → BLR,15:20,17:55,2h 35m,non-stop,No Info,5937.25
2897,Jet Airways,21/06/2024,Mumbai,Hyderabad,BOM → HYD,07:05,08:30,1h 25m,non-stop,No Info,6834.0
2898,IndiGo,21/06/2024,Kolkata,Banglore,CCU → BLR,22:15,00:50 22 Jun,2h 35m,non-stop,No Info,4083.4
2899,Multiple carriers,27/06/2024,Delhi,Cochin,DEL → BOM → COK,04:55,19:00,14h 5m,1 stop,No Info,9076.3
2900,Jet Airways,24/03/2024,Kolkata,Banglore,CCU → BOM → BLR,16:55,18:10 25 Mar,25h 15m,1 stop,No Info,12096.35
2901,Jet Airways,12/06/2024,Kolkata,Banglore,CCU → BOM → BLR,20:00,16:20 13 Jun,20h 20m,1 stop,In-flight meal not included,7249.65
2902,Air India,24/06/2024,Delhi,Cochin,DEL → GOI → BOM → COK,10:55,19:15,8h 20m,2 stops,No Info,9990.05
2903,Jet Airways,18/05/2024,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,04:25 20 May,29h 20m,2 stops,No Info,14198.4
2904,Jet Airways,6/06/2024,Kolkata,Banglore,CCU → BOM → BLR,18:55,04:40 07 Jun,9h 45m,1 stop,No Info,11367.9
2905,Air India,1/05/2024,Mumbai,Hyderabad,BOM → HYD,21:05,22:25,1h 20m,non-stop,No Info,3081.25
2906,Jet Airways,21/05/2024,Delhi,Cochin,DEL → BOM → COK,16:00,19:00 22 May,27h,1 stop,No Info,13667.15
2907,Jet Airways,27/06/2024,Delhi,Cochin,DEL → BOM → COK,20:55,12:35 28 Jun,15h 40m,1 stop,In-flight meal not included,8722.699999999999
2908,Jet Airways,15/05/2024,Kolkata,Banglore,CCU → BOM → BLR,06:30,12:00,5h 30m,1 stop,In-flight meal not included,8213.55
2909,Multiple carriers,18/05/2024,Delhi,Cochin,DEL → BOM → COK,18:00,01:30 19 May,7h 30m,1 stop,No Info,8155.75
2910,IndiGo,24/06/2024,Kolkata,Banglore,CCU → BLR,17:15,19:50,2h 35m,non-stop,No Info,4083.4
2911,Air India,9/06/2024,Kolkata,Banglore,CCU → DEL → AMD → BLR,10:00,05:25 10 Jun,19h 25m,2 stops,No Info,10832.4
2912,Air India,1/06/2024,Banglore,Delhi,BLR → DEL,13:20,16:10,2h 50m,non-stop,No Info,5916.849999999999
2913,Jet Airways,6/05/2024,Kolkata,Banglore,CCU → BOM → BLR,14:05,04:40 07 May,14h 35m,1 stop,In-flight meal not included,8213.55
2914,Multiple carriers,21/05/2024,Delhi,Cochin,DEL → BOM → COK,10:35,19:15,8h 40m,1 stop,No Info,6438.75
2915,Air India,03/03/2024,Banglore,New Delhi,BLR → BOM → NAG → DEL,19:10,10:35 07 Mar,15h 25m,2 stops,No Info,11351.75
2916,Air India,24/05/2024,Kolkata,Banglore,CCU → BOM → COK → BLR,09:25,13:45 25 May,28h 20m,2 stops,No Info,10703.199999999999
2917,Air India,1/06/2024,Mumbai,Hyderabad,BOM → HYD,13:55,15:25,1h 30m,non-stop,No Info,3081.25
2918,Jet Airways,24/06/2024,Delhi,Cochin,DEL → BOM → COK,15:00,04:25 25 Jun,13h 25m,1 stop,In-flight meal not included,8722.699999999999
2919,Air India,21/05/2024,Delhi,Cochin,DEL → AMD → BOM → COK,19:45,19:15 22 May,23h 30m,2 stops,No Info,8026.55
2920,Air India,9/03/2024,Delhi,Cochin,DEL → BOM → COK,08:40,19:15,10h 35m,1 stop,No Info,16115.15
2921,IndiGo,3/03/2024,Mumbai,Hyderabad,BOM → HYD,06:20,07:45,1h 25m,non-stop,No Info,4066.4
2922,Air India,1/04/2024,Kolkata,Banglore,CCU → DEL → BLR,17:30,12:00 02 Apr,18h 30m,1 stop,No Info,6709.05
2923,Air India,27/06/2024,Delhi,Cochin,DEL → CCU → BOM → COK,06:50,07:40 28 Jun,24h 50m,2 stops,No Info,12266.35
2924,Jet Airways Business,01/03/2024,Banglore,New Delhi,BLR → BOM → DEL,05:45,11:25,5h 40m,1 stop,Business class,67585.2
2925,Jet Airways,24/05/2024,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,non-stop,In-flight meal not included,2728.5
2926,Multiple carriers,9/03/2024,Delhi,Cochin,DEL → BOM → COK,06:00,21:00,15h,1 stop,No Info,11625.449999999999
2927,Air India,27/05/2024,Delhi,Cochin,DEL → MAA → COK,06:05,09:25 28 May,27h 20m,1 stop,No Info,6358.0
2928,Air India,24/06/2024,Delhi,Cochin,DEL → BOM → COK,19:00,07:40 25 Jun,12h 40m,1 stop,No Info,7116.2
2929,Jet Airways,27/03/2024,Delhi,Cochin,DEL → IDR → BOM → COK,05:25,04:25 28 Mar,23h,2 stops,No Info,9914.4
2930,Air India,18/06/2024,Banglore,Delhi,BLR → DEL,10:00,12:45,2h 45m,non-stop,No Info,5916.849999999999
2931,Air India,24/04/2024,Banglore,Delhi,BLR → DEL,17:00,19:45,2h 45m,non-stop,No Info,5202.849999999999
2932,Air India,12/04/2024,Banglore,Delhi,BLR → DEL,06:10,08:55,2h 45m,non-stop,No Info,5024.349999999999
2933,GoAir,6/05/2024,Banglore,Delhi,BLR → DEL,11:40,14:30,2h 50m,non-stop,No Info,2888.2999999999997
2934,Multiple carriers,9/06/2024,Delhi,Cochin,DEL → BOM → COK,19:00,01:30 10 Jun,6h 30m,1 stop,No Info,6400.5
2935,GoAir,24/05/2024,Banglore,Delhi,BLR → DEL,20:55,23:40,2h 45m,non-stop,No Info,2906.15
2936,Vistara,24/03/2024,Banglore,New Delhi,BLR → DEL,21:10,00:05 25 Mar,2h 55m,non-stop,No Info,5574.3
2937,Air India,9/06/2024,Kolkata,Banglore,CCU → DEL → BLR,20:30,20:25 10 Jun,23h 55m,1 stop,No Info,8672.55
2938,Jet Airways,12/03/2024,Banglore,New Delhi,BLR → BOM → DEL,18:55,20:20 13 Mar,25h 25m,1 stop,In-flight meal not included,9423.949999999999
2939,SpiceJet,24/03/2024,Banglore,New Delhi,BLR → DEL,20:30,23:20,2h 50m,non-stop,No Info,4738.75
2940,Air Asia,24/04/2024,Delhi,Cochin,DEL → BLR → COK,07:55,22:25,14h 30m,1 stop,No Info,5229.2
2941,Jet Airways,9/05/2024,Kolkata,Banglore,CCU → GAU → BLR,10:20,17:35,7h 15m,1 stop,In-flight meal not included,4766.8
2942,Jet Airways,06/03/2024,Banglore,New Delhi,BLR → BOM → DEL,11:40,10:25 07 Mar,22h 45m,1 stop,No Info,14671.85
2943,Jet Airways,9/05/2024,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,12:35 10 May,26h 55m,2 stops,No Info,12859.65
2944,GoAir,6/05/2024,Banglore,Delhi,BLR → DEL,20:55,23:40,2h 45m,non-stop,No Info,2906.15
2945,IndiGo,21/03/2024,Delhi,Cochin,DEL → BOM → COK,10:45,15:30,4h 45m,1 stop,No Info,5285.3
2946,Jet Airways,3/06/2024,Delhi,Cochin,DEL → BOM → COK,02:15,12:35,10h 20m,1 stop,No Info,12506.9
2947,Multiple carriers,3/06/2024,Delhi,Cochin,DEL → BOM → COK,11:30,19:15,7h 45m,1 stop,No Info,12620.8
2948,Jet Airways,12/05/2024,Kolkata,Banglore,CCU → GAU → BLR,10:20,17:35,7h 15m,1 stop,No Info,7954.3
2949,Air India,6/05/2024,Kolkata,Banglore,CCU → BOM → BLR,09:25,07:55 07 May,22h 30m,1 stop,No Info,7111.099999999999
